Annotation tag,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y
thruMergeRight,320,135,390,206
thruMergeRight,286,118,369,200
thruMergeRight,238,94,338,197
thruMergeRight,168,62,292,190
thruMergeRight,48,7,215,175
speedLimit35,883,170,906,198
speedLimit35,905,166,931,199
speedLimit35,934,161,963,195
speedLimit35,971,155,1002,193
speedLimit35,785,183,799,200
speedLimit35,790,214,805,232
speedLimit35,797,212,813,231
speedLimit35,806,190,822,210
speedLimit35,815,188,833,209
speedLimit35,826,190,845,212
speedLimit35,839,182,858,205
speedLimit35,854,176,874,201
speedLimit35,870,174,892,201
speedLimit35,889,169,913,198
speedLimit35,911,165,937,195
speedLimit35,938,162,965,193
speedLimit35,971,156,1000,189
signalAhead,576,234,593,249
signalAhead,440,244,460,260
signalAhead,579,225,597,242
signalAhead,437,237,457,255
signalAhead,583,225,601,243
signalAhead,434,236,454,255
signalAhead,586,225,605,243
signalAhead,429,234,449,253
signalAhead,589,221,608,239
signalAhead,425,231,445,250
signalAhead,592,218,611,237
signalAhead,417,227,439,248
signalAhead,596,213,616,233
signalAhead,410,223,433,245
signalAhead,601,212,623,234
signalAhead,405,221,429,245
signalAhead,607,206,632,230
signalAhead,399,215,424,240
signalAhead,616,203,642,228
signalAhead,392,211,419,237
signalAhead,627,205,654,232
signalAhead,385,212,413,240
signalAhead,641,192,669,220
signalAhead,377,198,408,229
signalAhead,656,181,689,215
signalAhead,369,187,402,222
signalAhead,676,182,710,216
signalAhead,359,185,395,221
signalAhead,700,173,738,212
signalAhead,346,176,386,215
signalAhead,731,163,773,209
signalAhead,330,165,376,212
signalAhead,771,158,818,210
signalAhead,307,157,361,214
signalAhead,823,143,880,205
signalAhead,280,138,343,204
signalAhead,902,123,970,198
signalAhead,241,114,318,191
signalAhead,181,86,281,184
signalAhead,81,26,218,162
laneEnds,263,151,283,171
laneEnds,420,160,439,178
laneEnds,275,146,296,168
laneEnds,440,158,460,177
laneEnds,456,161,477,183
laneEnds,281,149,302,170
laneEnds,469,165,492,189
laneEnds,281,152,304,175
laneEnds,487,164,511,188
laneEnds,286,148,311,173
laneEnds,509,164,534,189
laneEnds,290,148,317,175
laneEnds,533,162,561,191
laneEnds,294,145,323,175
laneEnds,561,163,590,193
laneEnds,298,145,329,177
laneEnds,590,158,624,192
laneEnds,301,138,335,173
laneEnds,627,162,663,200
laneEnds,298,141,338,181
laneEnds,667,159,709,202
laneEnds,293,132,339,178
laneEnds,720,151,769,200
laneEnds,284,117,337,169
laneEnds,790,140,845,199
laneEnds,264,97,329,160
laneEnds,883,127,952,199
laneEnds,231,73,309,153
laneEnds,155,30,261,136
addedLane,446,193,475,221
addedLane,436,193,465,221
addedLane,426,190,457,220
addedLane,415,180,448,214
addedLane,400,174,439,212
addedLane,385,166,426,208
addedLane,365,156,413,203
addedLane,343,147,398,204
addedLane,312,132,376,200
addedLane,266,112,345,193
addedLane,194,79,293,180
addedLane,64,18,203,159
curveRight,530,210,545,224
curveRight,542,210,557,224
curveRight,555,216,570,230
curveRight,567,215,582,229
curveRight,576,208,592,224
curveRight,589,206,605,223
curveRight,601,207,619,224
curveRight,616,209,634,226
curveRight,631,208,650,226
curveRight,644,210,665,229
curveRight,658,205,679,224
curveRight,675,200,698,221
curveRight,696,196,720,220
curveRight,717,192,742,218
curveRight,739,194,766,220
curveRight,768,193,797,222
curveRight,803,180,834,212
curveRight,840,169,875,204
curveRight,885,159,924,199
curveRight,940,154,984,198
merge,573,199,593,217
merge,577,198,598,217
merge,582,195,604,217
merge,586,191,609,214
merge,592,188,616,212
merge,599,187,625,213
merge,606,183,635,212
merge,616,180,646,210
merge,626,175,662,209
merge,642,168,680,204
merge,658,162,701,203
merge,678,150,725,197
merge,703,140,758,194
merge,739,124,802,190
merge,788,98,867,178
merge,865,62,966,165
rampSpeedAdvisory45,678,200,693,218
rampSpeedAdvisory45,687,198,702,218
rampSpeedAdvisory45,697,197,713,219
rampSpeedAdvisory45,708,195,725,219
rampSpeedAdvisory45,722,196,740,221
rampSpeedAdvisory45,737,197,756,223
rampSpeedAdvisory45,753,190,774,219
rampSpeedAdvisory45,774,178,796,208
rampSpeedAdvisory45,798,173,823,205
rampSpeedAdvisory45,830,177,859,214
rampSpeedAdvisory45,869,168,900,208
rampSpeedAdvisory45,918,159,954,204
signalAhead,679,214,702,236
signalAhead,688,211,712,236
signalAhead,696,208,722,236
signalAhead,707,205,734,234
signalAhead,716,199,746,230
signalAhead,728,199,759,231
signalAhead,744,201,778,236
signalAhead,764,197,800,234
signalAhead,788,198,828,239
signalAhead,816,199,862,245
signalAhead,854,197,906,250
signalAhead,907,189,967,251
speedLimit65,671,206,683,222
speedLimit65,668,205,681,221
speedLimit65,658,197,675,218
speedLimit65,657,190,674,212
speedLimit65,655,179,673,202
speedLimit65,654,177,674,202
speedLimit65,655,195,676,221
speedLimit65,659,195,681,222
speedLimit65,663,185,687,215
speedLimit65,668,181,693,212
speedLimit65,676,180,704,216
speedLimit65,688,175,719,213
speedLimit65,705,166,740,211
speedLimit65,726,155,766,205
speedLimit65,756,137,805,197
speedLimit65,801,116,861,190
speedLimit65,874,95,953,191
truckSpeedLimit55,626,179,647,205
truckSpeedLimit55,628,180,649,206
truckSpeedLimit55,631,178,654,205
truckSpeedLimit55,639,172,664,203
truckSpeedLimit55,648,167,677,203
truckSpeedLimit55,662,163,693,203
truckSpeedLimit55,677,157,712,202
truckSpeedLimit55,699,144,738,195
truckSpeedLimit55,726,133,775,193
truckSpeedLimit55,768,114,829,186
truckSpeedLimit55,834,81,914,171
merge,670,180,716,224
merge,691,177,739,226
merge,715,162,771,218
merge,750,156,815,222
merge,799,142,874,221
merge,872,119,970,218
signalAhead,567,191,585,210
signalAhead,565,189,585,210
signalAhead,565,187,585,208
signalAhead,566,189,587,211
signalAhead,568,185,590,207
signalAhead,574,177,597,201
signalAhead,580,177,604,201
signalAhead,587,181,612,206
signalAhead,594,176,620,203
signalAhead,601,173,628,201
signalAhead,607,169,636,199
signalAhead,614,164,644,195
signalAhead,623,162,654,194
signalAhead,631,159,664,193
signalAhead,641,154,676,190
signalAhead,652,150,691,189
signalAhead,665,145,707,187
signalAhead,680,130,726,178
signalAhead,700,123,753,176
signalAhead,726,113,784,172
signalAhead,760,102,827,169
signalAhead,807,86,882,165
signalAhead,869,59,958,153
pedestrianCrossing,602,163,619,180
pedestrianCrossing,593,162,610,180
pedestrianCrossing,587,162,605,181
pedestrianCrossing,580,162,599,182
pedestrianCrossing,574,160,594,181
pedestrianCrossing,569,154,587,175
pedestrianCrossing,563,167,583,189
pedestrianCrossing,559,158,583,181
pedestrianCrossing,561,158,585,181
pedestrianCrossing,565,157,589,180
pedestrianCrossing,569,150,593,173
pedestrianCrossing,576,153,601,178
pedestrianCrossing,587,149,613,175
pedestrianCrossing,603,150,632,179
pedestrianCrossing,619,147,649,177
pedestrianCrossing,633,144,664,176
pedestrianCrossing,647,142,682,177
pedestrianCrossing,664,136,700,172
pedestrianCrossing,681,133,718,171
pedestrianCrossing,695,129,735,168
pedestrianCrossing,709,121,754,165
pedestrianCrossing,725,117,773,163
pedestrianCrossing,743,111,794,160
pedestrianCrossing,763,100,818,153
pedestrianCrossing,787,91,846,152
pedestrianCrossing,812,83,877,148
pedestrianCrossing,843,71,915,142
pedestrianCrossing,883,58,961,135
pedestrianCrossing,931,41,1016,128
signalAhead,616,211,632,227
signalAhead,616,209,633,226
signalAhead,616,205,633,222
signalAhead,617,207,635,225
signalAhead,619,207,638,226
signalAhead,622,216,641,235
signalAhead,624,212,643,231
signalAhead,626,211,646,230
signalAhead,628,211,650,231
signalAhead,632,210,652,230
signalAhead,634,210,654,230
signalAhead,636,207,657,228
signalAhead,637,207,658,228
signalAhead,638,204,660,226
signalAhead,638,204,660,226
stop,676,212,688,229
signalAhead,638,208,660,230
stop,677,215,689,232
signalAhead,637,208,659,230
stop,677,215,689,232
signalAhead,636,203,659,226
stop,676,211,689,229
signalAhead,636,203,659,226
stop,678,210,691,228
signalAhead,639,200,663,223
stop,682,207,696,227
signalAhead,640,197,666,222
stop,687,206,702,226
signalAhead,645,192,670,217
stop,694,200,709,220
signalAhead,404,199,431,224
signalAhead,649,194,677,221
stop,703,202,719,223
signalAhead,399,202,427,229
signalAhead,656,191,685,219
stop,714,199,730,222
signalAhead,394,200,423,228
signalAhead,664,185,694,214
stop,727,193,744,217
signalAhead,386,195,417,224
signalAhead,673,180,705,211
stop,743,188,761,213
signalAhead,378,193,410,224
signalAhead,688,171,721,202
stop,765,177,784,204
signalAhead,372,183,405,215
signalAhead,705,159,739,193
stop,791,165,812,196
signalAhead,364,173,398,207
signalAhead,719,161,759,199
stop,821,168,843,200
signalAhead,351,179,389,218
signalAhead,735,140,777,179
stop,855,144,878,181
signalAhead,331,159,371,200
speedLimit25,769,195,787,217
speedLimit25,776,178,796,203
speedLimit25,780,179,801,205
speedLimit25,785,186,806,214
speedLimit25,786,176,809,205
speedLimit25,787,167,811,198
speedLimit25,788,167,813,199
speedLimit25,792,166,818,200
speedLimit25,798,153,828,191
speedLimit25,806,151,838,192
speedLimit25,816,153,852,199
speedLimit25,828,144,870,194
speedLimit25,847,137,895,194
speedLimit25,879,129,934,193
speedLimit25,924,103,991,179
speedLimit35,826,133,860,174
speedLimit35,826,127,862,170
speedLimit35,825,126,862,170
speedLimit35,828,121,868,169
speedLimit35,837,115,881,167
speedLimit35,848,103,897,161
speedLimit35,864,84,916,149
speedLimit35,885,65,946,138
speedLimit35,928,49,998,132
stopAhead,362,189,386,213
stopAhead,371,186,395,210
stopAhead,380,181,406,207
stopAhead,390,176,418,205
stopAhead,406,173,434,202
stopAhead,424,165,455,196
stopAhead,447,160,479,192
stopAhead,471,152,505,188
stopAhead,499,147,536,186
stopAhead,528,141,570,183
stopAhead,565,131,611,178
stopAhead,609,121,661,174
stopAhead,660,101,721,163
stopAhead,727,79,798,151
stopAhead,815,53,900,140
pedestrianCrossing,563,159,601,198
pedestrianCrossing,606,152,650,198
pedestrianCrossing,524,163,557,198
pedestrianCrossing,563,159,601,198
pedestrianCrossing,728,123,790,183
pedestrianCrossing,818,101,897,179
stop,390,168,411,189
stop,317,178,328,196
stop,422,163,445,186
stop,347,175,360,195
stop,452,159,477,186
stop,374,173,387,194
stop,482,159,509,187
stop,400,175,414,197
stop,511,149,541,180
stop,424,169,440,194
stop,541,142,573,177
stop,446,166,463,191
stop,573,138,610,176
stop,470,168,487,194
stop,615,126,655,167
stop,498,161,516,189
stop,660,118,704,162
stop,527,159,546,189
stop,710,107,760,158
stop,556,160,576,191
stop,772,91,831,150
stop,590,156,611,188
stop,841,71,906,138
stop,620,150,642,183
stop,915,48,992,123
stop,649,146,672,179
stop,678,139,702,175
stop,702,139,727,176
stop,726,140,752,180
stop,747,139,773,181
stop,766,138,792,180
stop,782,140,808,182
stop,796,142,823,184
stop,809,138,837,182
stop,819,138,848,183
stop,832,136,861,182
stop,846,133,875,180
stop,857,131,887,179
stop,869,131,899,179
stop,883,131,912,179
stop,898,129,928,180
stop,918,126,948,180
stop,942,122,973,178
dip,554,187,573,205
dip,557,196,576,214
dip,557,198,576,216
dip,558,192,579,212
dip,560,190,582,211
dip,562,190,585,212
dip,566,184,591,208
dip,575,180,601,206
dip,585,176,611,202
dip,595,170,623,200
dip,608,162,638,194
dip,621,156,654,191
dip,634,151,671,190
dip,649,144,691,188
dip,666,134,714,183
dip,689,121,744,177
dip,719,99,782,165
dip,759,82,836,158
dip,821,48,919,144
stopAhead,583,177,619,214
stopAhead,591,169,631,211
stopAhead,601,159,646,204
stopAhead,615,149,666,201
stopAhead,635,144,691,200
stopAhead,655,125,719,190
stopAhead,679,103,750,180
stopAhead,709,86,794,177
stopAhead,758,57,859,165
stopAhead,836,2,965,140
stop,391,191,411,208
stop,444,190,463,209
stop,498,183,517,202
stop,553,176,573,196
stop,600,177,622,199
stop,641,183,664,206
stop,682,175,706,199
stop,720,173,745,199
stop,753,174,779,201
stop,783,159,810,187
stop,807,161,837,192
stop,824,165,856,198
stop,843,149,876,183
stop,865,142,900,177
stop,889,146,928,184
stop,916,142,957,181
stop,940,131,983,173
stop,966,112,1013,158
stop,814,152,853,189
stop,814,152,853,189
stop,837,143,878,185
stop,847,138,891,181
stop,860,134,910,182
stop,884,132,935,181
stop,910,126,964,179
stop,938,118,996,175
stop,989,142,1021,175
pedestrianCrossing,714,158,744,188
pedestrianCrossing,734,153,769,186
pedestrianCrossing,756,150,791,184
pedestrianCrossing,775,146,811,183
pedestrianCrossing,787,142,825,181
pedestrianCrossing,795,138,835,180
pedestrianCrossing,799,137,842,180
pedestrianCrossing,801,128,847,174
pedestrianCrossing,806,121,854,170
pedestrianCrossing,817,116,868,168
pedestrianCrossing,832,106,886,163
pedestrianCrossing,855,99,913,161
pedestrianCrossing,882,88,946,155
pedestrianCrossing,918,71,987,146
stop,288,178,312,201
stop,313,177,339,201
stop,339,172,365,198
stop,364,171,391,198
stop,389,170,416,198
stop,414,168,442,198
stop,436,165,466,195
stop,458,163,489,194
stop,479,160,511,193
stop,499,158,532,192
stop,519,156,553,191
stop,537,153,572,188
stop,554,151,589,186
stop,570,148,605,183
stop,583,146,619,183
stop,596,147,634,185
stop,610,145,648,183
stop,626,142,665,181
stop,644,140,683,180
stop,662,138,703,179
stop,682,135,724,177
stop,703,132,746,175
stop,725,129,769,173
stop,748,126,794,172
stop,773,122,820,169
stop,799,117,847,165
stop,827,112,876,161
stop,855,107,906,157
stop,885,102,939,155
stop,917,96,972,151
speedLimit25,574,181,593,205
speedLimit25,573,180,592,204
speedLimit25,572,181,591,205
speedLimit25,571,180,590,204
speedLimit25,571,179,590,203
speedLimit25,570,179,589,203
speedLimit25,570,180,589,204
speedLimit25,569,180,589,205
speedLimit25,569,180,589,205
speedLimit25,569,183,589,208
speedLimit25,569,182,589,207
speedLimit25,569,182,589,207
speedLimit25,569,183,589,208
speedLimit25,569,184,589,209
speedLimit25,568,184,588,209
speedLimit25,566,184,586,209
speedLimit25,561,183,582,209
speedLimit25,554,182,575,208
speedLimit25,544,184,565,210
speedLimit25,529,186,551,212
speedLimit25,511,186,532,211
speedLimit25,486,186,507,212
speedLimit25,457,185,479,212
speedLimit25,424,183,446,210
speedLimit25,385,183,407,210
speedLimit25,340,181,363,209
speedLimit25,283,174,307,203
speedLimit25,216,169,240,198
speedLimit25,143,168,167,197
speedLimit25,59,162,84,193
stop,491,162,523,192
stop,504,161,537,193
stop,517,158,551,192
stop,530,157,565,193
stop,544,157,579,193
stop,557,154,595,193
stop,575,152,615,192
stop,595,150,636,192
stop,617,151,659,194
stop,640,148,684,193
stop,664,146,710,194
stop,689,143,737,193
stop,713,142,766,194
stop,741,140,796,194
stop,772,137,829,194
stop,804,132,863,192
stop,839,125,902,190
stop,875,119,942,186
stop,913,111,984,181
stop,584,186,600,202
stop,583,197,599,213
stop,580,184,597,202
stop,579,184,596,202
stop,580,179,598,198
stop,585,177,603,196
stop,590,185,610,206
stop,598,175,619,197
stop,604,165,625,187
stop,609,171,631,194
stop,616,173,639,197
stop,625,170,649,194
stop,632,158,657,184
stop,638,158,665,185
stop,643,155,671,183
stop,648,151,677,181
stop,656,148,687,179
stop,668,142,701,175
stop,683,139,717,174
stop,699,136,735,172
stop,715,129,754,168
stop,727,120,769,162
stop,738,110,782,154
stop,749,108,796,155
stop,765,99,815,149
stop,785,88,839,142
stop,808,83,865,140
stop,837,76,898,137
stop,873,62,938,128
stop,913,50,984,122
schoolSpeedLimit25,709,173,726,198
schoolSpeedLimit25,713,186,732,216
schoolSpeedLimit25,716,197,735,227
schoolSpeedLimit25,724,176,741,208
schoolSpeedLimit25,728,175,747,208
schoolSpeedLimit25,730,175,751,210
schoolSpeedLimit25,734,167,757,205
schoolSpeedLimit25,738,166,762,207
schoolSpeedLimit25,742,161,768,205
schoolSpeedLimit25,749,157,776,202
schoolSpeedLimit25,756,149,785,198
schoolSpeedLimit25,767,138,799,192
schoolSpeedLimit25,785,132,820,192
schoolSpeedLimit25,811,127,850,195
schoolSpeedLimit25,844,104,889,182
schoolSpeedLimit25,892,72,947,164
schoolSpeedLimit25,680,187,696,215
schoolSpeedLimit25,679,186,696,216
schoolSpeedLimit25,678,181,696,213
schoolSpeedLimit25,678,176,699,211
schoolSpeedLimit25,682,174,703,211
schoolSpeedLimit25,687,172,710,211
schoolSpeedLimit25,693,164,717,207
schoolSpeedLimit25,700,161,727,206
schoolSpeedLimit25,708,152,737,201
schoolSpeedLimit25,717,143,749,197
schoolSpeedLimit25,734,133,770,193
schoolSpeedLimit25,758,120,798,188
school,673,170,693,188
schoolSpeedLimit25,788,115,836,196
school,676,180,697,201
schoolSpeedLimit25,832,84,888,177
school,680,166,701,187
school,692,168,719,192
school,705,158,732,184
school,714,157,744,185
school,729,154,760,185
school,745,139,779,173
school,766,128,804,166
school,794,116,839,160
school,834,92,886,143
school,894,62,958,124
school,650,185,671,205
school,658,177,681,200
school,668,175,693,200
school,684,166,711,194
school,702,158,733,187
school,724,151,756,183
school,751,141,786,177
school,780,127,822,168
school,820,105,867,152
school,875,80,932,138
thruTrafficMergeLeft,839,147,886,192
thruTrafficMergeLeft,867,127,918,177
thruTrafficMergeLeft,894,91,949,145
thruTrafficMergeLeft,931,60,990,119
stop,627,197,647,217
stop,632,179,653,199
stop,638,175,661,197
stop,643,190,666,213
stop,648,185,673,209
stop,653,177,678,201
stop,658,171,684,198
stop,665,174,692,201
stop,671,179,699,208
stop,678,175,708,204
stop,687,164,719,196
stop,700,164,732,197
stop,712,158,747,191
stop,725,152,761,188
stop,737,150,775,187
stop,746,145,786,185
stop,756,138,798,181
stop,766,131,811,176
stop,779,125,826,172
stop,792,120,843,172
stop,808,112,862,166
stop,827,101,885,159
stop,849,90,912,154
stop,875,81,941,149
stop,901,69,972,142
stop,927,55,1005,135
stop,484,205,499,220
stop,135,206,152,223
stop,492,205,509,222
stop,135,208,152,225
stop,508,205,526,223
stop,140,209,159,228
stop,533,202,552,221
stop,156,207,175,226
stop,562,198,581,218
stop,175,206,195,226
stop,597,189,617,210
stop,197,198,218,219
stop,635,186,655,206
stop,226,197,247,218
stop,682,187,702,207
stop,262,200,284,222
stop,301,197,324,221
stop,341,192,364,216
stop,381,187,405,212
stop,422,183,446,207
stop,464,180,488,205
stop,508,176,532,202
stop,550,173,575,200
stop,585,173,611,201
stop,611,174,638,202
stop,634,169,662,198
stop,652,164,682,196
stop,669,167,699,199
stop,683,164,715,196
stop,698,155,731,189
stop,712,153,746,189
stop,726,150,763,188
stop,741,141,780,180
stop,756,133,798,175
stop,770,126,815,171
stop,785,118,833,167
stop,801,111,853,163
stop,819,99,875,155
stop,840,89,900,149
stop,862,82,928,146
stop,886,73,957,142
stop,914,58,990,133
stop,639,163,660,184
stop,641,161,663,184
stop,643,159,667,184
stop,646,156,670,181
stop,649,146,674,171
stop,655,147,681,173
stop,662,147,689,174
stop,670,142,698,170
stop,678,136,708,166
stop,687,132,719,165
stop,696,130,730,163
stop,707,127,743,162
